Idalumno,Cod.Car.Sec,Anho,Ciclo,1P,Abandono,Recursante,Cant_Carreras,Cant_Materias,Regular,DiferenciaSemestres,Firma
2764,CIV-PLS13 ,2016,1,15,0,0,1,5,1,0,1
2765,IND-PLS13 ,2019,1,11,0,1,1,4,0,2,0
2765,IND-PLS13 ,2019,2,7,0,1,1,5,0,1,1
2766,CIV-PLS13 ,2018,2,4,1,1,2,4,0,1,0
2766,CIV-PLS13 ,2019,1,15,0,1,1,3,0,2,1
2770,IND-PLS13 ,2022,1,5,1,1,1,5,0,2,0
2770,IND-PLS13 ,2022,2,9,0,1,1,6,0,2,1
2775,IND-PLS13 ,2018,2,0,1,1,1,6,0,1,0
2775,IND-PLS13 ,2019,1,6,0,1,1,5,0,2,0
2775,IND-PLS13 ,2019,2,8,0,1,1,5,0,3,0
2775,IND-PLS13 ,2021,1,6,1,1,2,8,0,6,0
2775,IND-PLS13 ,2021,2,9,1,1,2,5,0,4,0
2775,IND-PLS13 ,2022,1,9,0,1,2,5,0,3,0
2775,IND-PLS13 ,2022,2,9,0,1,2,8,0,4,0
2777,CIV-PLS13 ,2021,1,8,0,0,1,4,0,1,1
2778,CIV-PLS13 ,2017,1,16,0,0,1,6,0,2,1
2779,ELE-PLS13 ,2016,1,16,0,0,1,5,1,0,1
2782,ELE-PLS13 ,2019,2,11,0,0,1,4,0,1,1
2784,CIV-PLS13 ,2021,2,16,0,1,1,5,0,1,1
2784,CIV-PLS13 ,2022,1,14,0,1,1,6,0,2,1
2787,ELE-PLS13 ,2022,2,13,0,0,1,5,0,2,1
2791,CIV-PLS09 ,2018,1,5,0,1,2,7,0,3,0
2791,CIV-PLS09 ,2018,2,7,0,1,1,8,0,4,0
2791,CIV-PLS09 ,2017,1,1,0,1,1,5,1,0,0
2791,CIV-PLS13 ,2019,1,14,0,1,1,6,0,1,1
2791,CIV-PLS13 ,2019,2,9,0,1,1,7,0,1,1
2791,CIV-PLS13 ,2021,1,7,0,1,1,3,0,3,1
2793,IND-PLS13 ,2021,2,0,1,1,1,7,0,3,0
2793,IND-PLS13 ,2022,2,6,1,1,1,6,0,2,0
2795,CIV-PLS13 ,2018,1,17,0,0,1,3,1,0,1
2799,CIV-PLS13 ,2019,1,0,1,1,1,6,0,1,0
2799,CIV-PLS13 ,2021,1,0,1,1,1,4,1,0,0
2799,CIV-PLS13 ,2021,2,0,1,1,1,6,0,2,0
2800,IND-PLS13 ,2019,1,14,0,1,1,5,1,0,1
2800,IND-PLS13 ,2019,2,15,0,1,1,8,0,1,1
2801,IND-PLS13 ,2017,1,13,0,0,1,6,0,2,1
2803,CIV-PLS13 ,2021,2,7,0,1,1,5,0,1,0
2803,CIV-PLS13 ,2022,1,13,0,1,1,6,0,2,0
2803,CIV-PLS13 ,2022,2,12,0,1,1,4,0,3,1
2804,CIV-PLS13 ,2018,1,15,0,0,1,5,1,0,1
2805,CIV-PLS13 ,2016,1,16,0,0,1,5,1,0,1
2809,CIV-PLS13 ,2022,2,6,1,0,1,6,0,3,0
2811,IND-PLS13 ,2019,1,8,0,1,1,5,0,4,0
2811,IND-PLS13 ,2018,2,10,0,1,1,6,0,2,0
2811,IND-PLS13 ,2019,2,9,0,1,1,4,0,2,1
2813,CIV-PLS13 ,2019,1,6,1,1,2,4,0,1,0
2813,CIV-PLS13 ,2019,2,0,1,1,3,5,0,1,0
2813,IND-PLS13 ,2021,1,19,0,1,1,7,0,1,1
2817,ELE-PLS13 ,2021,2,0,1,1,1,7,0,2,0
2817,ELE-PLS13 ,2022,1,6,1,1,1,7,0,2,0
2817,ELE-PLS13 ,2022,2,9,1,1,1,7,0,2,0
2819,ELE-PLS13 ,2021,2,8,0,1,1,5,0,2,0
2819,ELE-PLS13 ,2022,1,4,1,1,1,5,0,2,0
2819,ELE-PLS13 ,2022,2,8,0,1,1,4,0,2,0
2821,CIV-PLS13 ,2021,2,0,0,1,1,6,0,1,0
2821,CIV-PLS13 ,2022,1,12,0,1,1,6,0,1,1
2821,CIV-PLS13 ,2022,2,6,0,1,1,8,0,2,1
2823,ELE-PLS09 ,2016,1,11,0,0,1,5,0,4,1
2826,ELE-PLS13 ,2021,1,11,0,1,1,7,0,3,0
2826,ELE-PLS13 ,2021,2,0,0,1,1,7,0,4,1
2826,ELE-PLS13 ,2022,2,14,0,1,1,6,0,5,1
2826,ELE-PLS13 ,2022,1,12,0,1,1,6,0,2,1
2827,IND-PLS13 ,2021,2,7,1,1,1,7,0,1,0
2827,IND-PLS13 ,2022,1,8,0,1,1,4,0,1,0
2827,IND-PLS13 ,2022,2,13,0,1,1,5,0,3,0
2828,ELE-PLS13 ,2021,1,12,1,1,1,6,0,1,0
2828,ELE-PLS13 ,2019,1,0,1,1,1,7,0,1,0
2828,ELE-PLS13 ,2019,2,0,1,1,1,4,1,0,0
2828,ELE-PLS13 ,2021,2,0,1,1,1,3,1,0,0
2828,ELE-PLS13 ,2022,1,0,1,1,1,3,1,0,0
2828,ELE-PLS13 ,2022,2,12,0,1,1,3,1,0,0
2833,CIV-PLS13 ,2022,2,13,0,0,1,5,1,0,1
2836,CIV-PLS13 ,2019,1,9,0,1,1,4,1,0,0
2836,CIV-PLS13 ,2019,2,6,0,1,1,5,0,1,0
2838,IND-PLS13 ,2022,1,0,1,0,2,6,0,2,0
2843,MEC-PLS13 ,2016,1,18,0,0,1,6,0,2,1
2845,CIV-PLS13 ,2021,2,6,0,1,1,6,0,4,0
2845,CIV-PLS13 ,2022,2,9,0,1,1,5,0,5,1
2845,CIV-PLS13 ,2022,1,5,0,1,1,5,0,1,0
2846,CIV-PLS13 ,2018,2,8,0,1,1,4,0,1,1
2846,CIV-PLS13 ,2019,1,10,0,1,1,4,0,2,1
2846,CIV-PLS13 ,2019,2,15,0,1,1,4,0,3,1
2849,ELE-PLS13 ,2017,1,10,0,0,1,5,0,2,1
2851,ELE-PLS13 ,2018,1,3,0,1,1,6,0,1,0
2851,ELE-PLS13 ,2019,1,14,0,1,1,3,0,2,1
2854,MEC-PLS13 ,2018,1,10,0,1,1,7,0,2,1
2854,MEC-PLS13 ,2018,2,6,1,1,1,8,0,1,1
2854,MEC-PLS13 ,2019,1,11,0,1,1,6,0,2,1
2854,MEC-PLS13 ,2019,2,17,0,1,1,7,0,3,1
2857,CIV-PLS13 ,2022,1,17,0,0,1,5,1,0,1
2858,CIV-PLS13 ,2021,1,6,0,1,1,5,0,1,0
2858,CIV-PLS13 ,2021,2,17,0,1,1,4,0,2,1
2859,CIV-PLS13 ,2022,2,5,1,0,2,6,0,1,0
2860,CIV-PLS09 ,2016,1,2,1,1,2,7,0,3,0
2860,CIV-PLS09 ,2017,1,8,0,1,2,6,0,2,1
2860,CIV-PLS09 ,2018,1,3,1,1,2,7,0,4,1
2860,CIV-PLS09 ,2018,2,11,0,1,1,5,0,5,0
2860,CIV-PLS13 ,2019,1,9,0,1,1,7,0,6,0
2860,CIV-PLS13 ,2019,2,4,0,1,3,8,0,6,0
2860,CIV-PLS13 ,2021,1,0,0,1,2,3,0,6,1
2860,CIV-PLS13 ,2021,2,0,1,1,1,8,0,6,1
2860,CIV-PLS13 ,2022,1,0,1,1,2,5,0,1,0
2860,CIV-PLS13 ,2022,2,8,0,1,3,5,0,4,0
2861,CIV-PLS13 ,2022,1,8,1,1,1,7,0,2,0
2861,CIV-PLS13 ,2022,2,19,0,1,1,6,0,2,1
2863,MEC-PLS13 ,2019,2,5,1,1,2,5,0,1,0
2863,MEC-PLS13 ,2021,1,0,1,1,1,3,1,0,0
2863,MEC-PLS13 ,2021,2,0,1,1,1,3,1,0,0
2863,MEC-PLS13 ,2022,1,0,1,1,1,3,1,0,0
2863,MEC-PLS13 ,2022,2,4,1,1,2,5,0,4,0
2864,CIV-PLS13 ,2021,2,8,0,1,1,6,0,1,0
2864,CIV-PLS13 ,2022,1,5,0,1,1,4,1,0,0
2864,CIV-PLS13 ,2022,2,14,0,1,1,4,0,1,1
2870,CIV-PLS13 ,2021,2,7,1,1,1,3,1,0,0
2870,CIV-PLS13 ,2022,1,12,1,1,1,3,0,3,0
2870,CIV-PLS13 ,2022,2,11,0,1,1,3,0,2,1
2875,ELE-PLS13 ,2022,2,12,0,0,1,6,0,3,0
2879,CIV-PLS13 ,2017,1,15,0,0,1,5,1,0,1
2882,ELE-PLS13 ,2022,2,0,1,0,1,4,0,1,0
2883,IND-PLS13 ,2017,1,15,1,1,1,5,1,0,0
2883,IND-PLS13 ,2018,1,4,1,1,1,4,1,0,0
2883,IND-PLS13 ,2019,1,8,0,1,1,4,1,0,0
2883,IND-PLS13 ,2019,2,0,1,1,1,4,1,0,0
2885,ELE-PLS13 ,2022,2,0,1,0,1,3,0,2,0
2886,CIV-PLS13 ,2022,1,8,0,1,1,6,0,1,0
2886,CIV-PLS13 ,2022,2,8,0,1,1,5,0,1,0
2887,ELE-PLS13 ,2021,2,7,0,1,1,8,0,3,0
2887,ELE-PLS13 ,2022,1,17,0,1,1,6,0,1,1
2889,IND-PLS13 ,2021,2,15,0,1,1,7,0,2,1
2889,IND-PLS13 ,2022,1,10,0,1,1,6,0,1,1
2889,IND-PLS13 ,2022,2,14,0,1,1,5,0,1,0
2896,ELE-PLS13 ,2018,2,3,1,1,1,6,0,1,0
2896,ELE-PLS13 ,2019,2,5,0,1,1,6,0,1,0
2896,ELE-PLS13 ,2021,1,6,0,1,2,7,0,3,1
2896,MEC-PLS13 ,2021,1,6,0,1,2,7,0,3,0
2896,ELE-PLS13 ,2019,1,11,0,1,1,3,0,2,0
2897,ELE-PLS13 ,2016,1,16,0,0,1,5,1,0,1
2898,CIV-PLS09 ,2016,1,8,0,1,1,5,1,0,0
2898,IND-PLS09 ,2017,1,19,0,1,2,5,1,0,1
2899,CIV-PLS13 ,2016,1,18,0,0,1,4,1,0,0
2900,IND-PLS13 ,2017,1,0,1,1,1,5,1,0,0
2900,IND-PLS13 ,2018,2,2,1,1,1,5,0,3,0
2900,IND-PLS13 ,2019,1,10,1,1,1,4,0,4,0
2900,IND-PLS13 ,2019,2,12,0,1,1,5,0,5,1
2900,IND-PLS13 ,2021,1,6,1,1,2,8,0,6,0
2900,IND-PLS13 ,2021,2,18,0,1,1,4,0,6,1
2901,IND-PLS13 ,2018,1,13,0,0,2,8,1,0,1
2902,CIV-PLS13 ,2022,2,8,0,0,1,5,0,1,0
2904,CIV-PLS13 ,2019,2,5,1,1,1,6,0,2,0
2904,CIV-PLS13 ,2021,1,5,1,1,1,5,0,1,0
2904,CIV-PLS13 ,2021,2,10,0,1,1,4,0,2,0
2904,CIV-PLS13 ,2022,1,13,0,1,1,5,0,3,1
2904,CIV-PLS13 ,2022,2,10,0,1,2,6,0,3,0
2908,CIV-PLS13 ,2017,1,11,0,0,1,4,0,2,1
2909,ELE-PLS13 ,2021,1,0,1,1,1,7,0,2,0
2909,ELE-PLS13 ,2021,2,0,1,1,1,6,0,3,0
2909,ELE-PLS13 ,2022,1,3,1,1,1,4,0,1,0
2909,ELE-PLS13 ,2022,2,4,1,1,1,5,0,4,0
2910,ELE-PLS13 ,2021,1,6,1,1,1,6,0,1,0
2910,ELE-PLS13 ,2021,2,16,0,1,1,6,0,1,0
2910,ELE-PLS13 ,2022,1,16,0,1,1,5,0,3,1
2911,CIV-PLS09 ,2016,1,14,0,0,2,6,0,4,1
2912,CIV-PLS13 ,2022,2,11,0,0,1,6,0,1,1
2914,MEC-PLS13 ,2021,2,5,1,1,2,5,0,2,0
2914,MEC-PLS13 ,2022,2,6,1,1,2,8,0,4,0
2915,CIV-PLS13 ,2021,2,6,0,1,2,8,0,2,0
2915,CIV-PLS13 ,2022,1,9,1,1,2,7,0,3,0
2915,CIV-PLS13 ,2022,2,14,0,1,2,5,0,1,1
2919,ELE-PLS13 ,2017,1,15,0,0,1,5,1,0,1
2920,IND-PLS13 ,2022,2,6,0,0,1,5,0,1,0
2924,ELE-PLS13 ,2018,2,10,0,1,1,5,0,1,1
2924,ELE-PLS13 ,2019,1,17,0,1,1,2,0,2,1
2925,CIV-PLS13 ,2018,2,6,0,1,1,3,0,3,1
2925,CIV-PLS13 ,2019,1,14,0,1,1,3,0,4,1
2927,CIV-PLS13 ,2022,2,8,0,0,1,6,0,4,0
2928,CIV-PLS13 ,2022,2,7,1,0,1,5,0,1,0
2929,CIV-PLS13 ,2016,1,18,0,0,1,3,1,0,1
2932,CIV-PLS13 ,2022,2,4,1,0,1,6,0,2,0
2933,IND-PLS13 ,2021,1,6,1,1,1,7,0,1,0
2933,IND-PLS13 ,2021,2,0,1,1,1,6,0,2,0
2933,IND-PLS13 ,2022,1,0,1,1,1,6,0,2,0
2933,IND-PLS13 ,2022,2,1,1,1,1,8,0,3,0
2934,ELE-PLS13 ,2018,1,4,0,1,1,5,0,2,1
2934,ELE-PLS13 ,2018,2,8,0,1,1,5,0,2,1
2934,ELE-PLS13 ,2019,1,19,0,1,1,2,1,0,1
2936,CIV-PLS13 ,2022,1,6,1,1,1,5,0,1,0
2936,CIV-PLS13 ,2022,2,0,1,1,1,4,1,0,0
2944,CIV-PLS13 ,2022,2,8,0,0,1,7,0,2,0
2947,IND-PLS13 ,2021,1,5,0,1,1,6,0,1,0
2947,IND-PLS13 ,2021,2,5,0,1,1,6,0,1,0
2947,IND-PLS13 ,2022,2,6,1,1,1,6,0,3,0
2948,ELE-PLS13 ,2022,1,0,1,0,1,4,0,1,0
2952,CIV-PLS13 ,2021,1,6,0,1,1,5,0,1,1
2952,CIV-PLS13 ,2021,2,16,0,1,1,4,0,2,1
2953,ELE-PLS13 ,2016,1,16,0,0,1,2,1,0,1
2955,ELE-PLS13 ,2021,1,5,1,1,2,7,0,2,0
2955,ELE-PLS13 ,2021,2,0,1,1,3,7,0,2,0
2956,ELE-PLS13 ,2019,2,4,1,1,1,6,0,2,0
2956,ELE-PLS13 ,2021,1,2,1,1,2,8,0,1,0
2956,ELE-PLS13 ,2021,2,12,0,1,2,8,0,2,0
2956,ELE-PLS13 ,2022,1,17,1,1,2,8,0,3,0
2956,ELE-PLS13 ,2022,2,11,0,1,3,6,0,4,0
2958,IND-PLS13 ,2017,1,14,0,0,1,5,1,0,1
2960,ELE-PLS13 ,2022,2,4,1,0,2,6,0,4,0
2962,CIV-PLS13 ,2021,1,5,1,1,1,7,0,4,0
2962,CIV-PLS13 ,2021,2,14,0,1,1,4,0,3,1
2967,ELE-PLS13 ,2022,2,11,0,0,1,5,0,1,0
2968,IND-PLS13 ,2018,2,9,0,1,1,4,0,3,0
2968,IND-PLS13 ,2019,1,11,1,1,1,5,0,2,0
2968,IND-PLS13 ,2019,2,12,0,1,1,6,0,3,0
2968,IND-PLS13 ,2021,1,10,1,1,1,7,0,3,1
2969,CIV-PLS13 ,2016,1,19,0,0,2,5,0,2,1
2971,CIV-PLS09 ,2016,1,0,1,1,1,4,0,2,0
2971,CIV-PLS09 ,2017,1,4,1,1,1,2,1,0,0
2974,CIV-PLS13 ,2022,2,13,0,0,1,5,0,1,1
2975,CIV-PLS13 ,2019,1,10,0,1,1,6,0,4,0
2975,CIV-PLS13 ,2019,2,6,0,1,2,6,0,2,1
2975,CIV-PLS13 ,2018,2,6,0,1,2,4,0,1,0
2977,ELE-PLS13 ,2017,1,8,0,1,1,4,1,0,0
2977,ELE-PLS13 ,2018,1,8,0,1,1,2,0,2,1
2981,ELE-PLS13 ,2022,2,9,0,0,1,4,0,2,0
2988,IND-PLS13 ,2016,1,9,0,0,1,5,1,0,1
2990,MEC-PLS13 ,2022,2,11,0,0,1,3,1,0,1
2991,CIV-PLS13 ,2021,1,5,1,1,1,6,0,1,0
2991,CIV-PLS13 ,2021,2,11,0,1,1,3,0,1,1
2991,CIV-PLS13 ,2022,1,12,0,1,1,6,0,1,1
2992,CIV-PLS13 ,2021,2,8,0,1,2,6,0,2,0
2992,CIV-PLS13 ,2022,1,9,1,1,2,8,0,3,0
2992,CIV-PLS13 ,2022,2,5,1,1,2,8,0,4,0
2997,CIV-PLS13 ,2022,2,5,0,0,1,5,0,1,0
3000,CIV-PLS13 ,2019,1,14,0,1,1,5,1,0,1
3000,CIV-PLS13 ,2019,2,9,0,1,1,8,0,1,1
3001,CIV-PLS13 ,2018,1,5,1,1,1,6,0,1,0
3001,CIV-PLS13 ,2018,2,8,0,1,1,5,0,1,0
3001,CIV-PLS13 ,2019,1,11,0,1,1,5,1,0,0
3001,CIV-PLS13 ,2019,2,9,0,1,1,3,0,1,1
3002,CIV-PLS13 ,2018,1,9,0,0,1,5,0,1,1
3005,CIV-PLS13 ,2022,1,0,1,1,1,5,0,2,0
3005,CIV-PLS13 ,2022,2,6,1,1,1,4,0,1,0
3008,IND-PLS13 ,2019,1,0,1,0,1,5,0,3,0
3012,ELE-PLS13 ,2022,1,16,0,0,2,6,0,2,0
3015,ELE-PLS13 ,2017,1,12,0,0,1,5,1,0,1
3023,ELE-PLS13 ,2016,1,11,0,1,1,5,1,0,0
3023,ELE-PLS13 ,2017,1,21,0,1,1,5,0,2,1
3029,CIV-PLS13 ,2019,1,5,0,1,1,4,0,1,0
3029,CIV-PLS13 ,2019,2,5,0,1,1,6,0,2,0
3029,CIV-PLS13 ,2021,1,2,1,1,1,6,0,1,1
3030,ELE-PLS13 ,2017,1,13,0,0,1,5,0,2,1
3031,ELE-PLS13 ,2018,1,11,0,1,1,5,1,0,0
3031,ELE-PLS13 ,2019,1,16,0,1,1,1,1,0,1
3033,IND-PLS13 ,2019,2,11,0,0,1,7,0,1,1
3034,CIV-PLS13 ,2018,1,14,0,1,1,4,1,0,1
3034,CIV-PLS13 ,2018,2,10,0,1,1,6,0,1,1
3041,CIV-PLS13 ,2022,2,8,0,0,1,7,0,3,0
3042,ELE-PLS13 ,2017,1,8,0,0,2,6,0,2,1
3043,CIV-PLS13 ,2021,1,8,0,1,2,6,0,3,1
3043,CIV-PLS13 ,2021,2,8,0,1,2,8,0,2,1
3045,IND-PLS13 ,2021,2,0,1,1,1,7,0,1,0
3045,IND-PLS13 ,2022,1,0,1,1,1,5,0,3,0
3045,IND-PLS13 ,2022,2,0,1,1,1,7,0,3,0
3047,IND-PLS13 ,2018,2,5,1,1,1,7,0,1,0
3047,IND-PLS13 ,2019,1,9,0,1,1,5,0,2,0
3047,IND-PLS13 ,2019,2,7,0,1,1,8,0,3,0
3047,IND-PLS13 ,2021,1,7,0,1,2,7,0,5,1
3050,ELE-PLS13 ,2019,2,6,1,1,1,4,0,2,0
3050,ELE-PLS13 ,2021,1,9,1,1,1,6,0,1,1
3052,IND-PLS13 ,2021,2,0,1,1,1,6,0,2,0
3052,IND-PLS13 ,2022,1,0,1,1,1,6,0,4,0
3054,CIV-PLS13 ,2021,2,0,1,1,1,7,0,2,0
3054,CIV-PLS13 ,2022,1,6,1,1,1,5,1,0,0
3054,CIV-PLS13 ,2022,2,11,0,1,1,5,1,0,0
3055,CIV-PLS13 ,2022,2,12,0,0,1,6,0,1,0
3056,ELE-PLS13 ,2018,2,4,1,1,1,7,0,2,0
3056,ELE-PLS13 ,2019,1,8,0,1,1,5,0,3,0
3056,ELE-PLS13 ,2019,2,7,0,1,2,5,0,4,0
3056,ELE-PLS13 ,2021,1,0,1,1,1,5,0,4,0
3056,ELE-PLS13 ,2022,1,4,0,1,1,6,0,4,0
3056,ELE-PLS13 ,2018,1,11,0,1,1,4,1,0,0
3056,ELE-PLS13 ,2021,2,0,0,1,1,4,0,2,0
3056,ELE-PLS13 ,2022,2,0,1,1,1,4,0,2,0
3058,CIV-PLS13 ,2016,1,10,0,0,1,3,1,0,1
3061,MEC-PLS13 ,2021,1,0,1,1,2,5,0,4,0
3061,ELE-PLS13 ,2021,2,0,1,1,2,5,0,4,0
3062,IND-PLS13 ,2021,2,0,1,1,1,5,0,3,0
3062,IND-PLS13 ,2022,1,9,1,1,1,6,0,1,0
3062,IND-PLS13 ,2022,2,13,0,1,1,5,0,1,0
3063,CIV-PLS13 ,2021,1,13,0,1,2,6,0,4,1
3063,ELE-PLS13 ,2019,1,4,0,1,1,5,0,2,0
3063,ELE-PLS13 ,2019,2,9,0,1,1,5,0,1,0
3066,CIV-PLS13 ,2019,1,8,1,1,1,6,0,1,0
3066,CIV-PLS13 ,2019,2,4,1,1,1,5,1,0,0
3066,CIV-PLS13 ,2021,1,7,0,1,2,5,0,2,1
3066,CIV-PLS13 ,2021,2,14,1,1,2,8,0,3,1
3066,CIV-PLS13 ,2022,1,18,0,1,1,3,0,2,1
3069,ELE-PLS13 ,2017,1,7,0,1,1,4,0,2,0
3069,ELE-PLS13 ,2018,2,0,1,1,1,6,0,2,0
3069,ELE-PLS13 ,2019,1,11,0,1,1,5,0,1,0
3069,ELE-PLS13 ,2019,2,6,1,1,2,7,0,2,0
3069,ELE-PLS13 ,2021,1,0,1,1,1,4,0,3,0
3069,ELE-PLS13 ,2021,2,14,0,1,2,6,0,4,0
3069,ELE-PLS13 ,2022,1,0,1,1,1,4,0,2,0
3069,ELE-PLS13 ,2022,2,0,1,1,1,4,0,4,0
3071,ELE-PLS13 ,2017,1,16,0,0,1,5,0,2,1
3073,ELE-PLS13 ,2019,1,0,1,1,1,6,0,1,0
3073,ELE-PLS13 ,2021,1,0,1,1,1,7,0,2,0
3073,IND-PLS13 ,2021,2,5,0,1,3,8,0,4,0
3073,MEC-PLS13 ,2022,1,2,1,1,3,7,0,3,0
3073,MEC-PLS13 ,2022,2,4,1,1,1,5,0,4,0
3079,CIV-PLS13 ,2016,1,15,0,0,1,4,1,0,1
3080,MEC-PLS13 ,2017,1,19,0,0,1,6,0,2,1
3081,CIV-PLS13 ,2022,1,11,1,1,1,5,0,2,0
3081,CIV-PLS13 ,2022,2,10,0,1,1,4,0,1,0
3086,IND-PLS13 ,2022,2,10,0,0,1,7,0,1,0
3087,CIV-PLS13 ,2016,1,11,0,1,1,5,1,0,0
3087,CIV-PLS13 ,2017,1,15,0,1,1,6,0,2,1
3088,CIV-PLS13 ,2017,1,12,0,0,1,5,1,0,1
3089,CIV-PLS13 ,2022,2,9,0,0,1,6,0,2,0
3090,CIV-PLS13 ,2022,1,6,1,1,1,6,0,2,0
3090,CIV-PLS13 ,2022,2,14,0,1,1,5,0,2,1
3092,IND-PLS13 ,2018,1,7,0,0,1,4,0,2,1
3094,CIV-PLS13 ,2022,2,17,0,0,1,5,1,0,1
3095,ELE-PLS13 ,2018,2,14,0,1,1,5,0,1,1
3095,ELE-PLS13 ,2019,1,16,0,1,1,5,0,2,1
3098,CIV-PLS13 ,2022,1,7,0,1,1,5,0,1,0
3098,CIV-PLS13 ,2022,2,12,0,1,1,5,0,1,1
3102,CIV-PLS13 ,2022,2,12,0,0,1,5,1,0,1
3103,ELE-PLS13 ,2017,1,16,0,0,1,5,0,2,1
3105,IND-PLS13 ,2022,1,16,0,1,1,6,0,1,1
3105,IND-PLS13 ,2022,2,14,0,1,1,6,0,2,1
3106,CIV-PLS13 ,2018,1,7,0,1,1,6,0,1,1
3106,CIV-PLS13 ,2017,1,0,1,1,1,3,1,0,0
3106,CIV-PLS13 ,2019,1,12,0,1,1,4,0,2,1
3106,CIV-PLS13 ,2018,2,4,1,1,1,7,0,1,1
3106,CIV-PLS13 ,2019,2,10,0,1,1,6,0,3,1
3107,CIV-PLS13 ,2022,2,2,1,0,1,6,0,1,0
3113,CIV-PLS13 ,2016,1,13,0,0,1,5,0,2,1
3115,CIV-PLS13 ,2021,1,4,1,1,1,7,0,2,0
3115,CIV-PLS13 ,2021,2,15,0,1,1,5,0,3,1
3115,CIV-PLS13 ,2022,1,17,0,1,1,7,0,3,1
3117,IND-PLS13 ,2022,2,12,0,1,1,7,0,5,1
3117,IND-PLS13 ,2022,1,18,0,1,1,6,0,1,1
3126,ELE-PLS13 ,2021,1,0,1,1,1,5,1,0,0
3126,ELE-PLS13 ,2021,2,17,0,1,1,3,1,0,1
3129,ELE-PLS13 ,2017,1,16,0,0,1,5,1,0,1
3131,IND-PLS13 ,2021,1,0,1,1,1,5,0,1,0
3131,IND-PLS13 ,2021,2,8,0,1,1,6,0,2,0
3131,IND-PLS13 ,2022,1,13,0,1,1,5,0,3,0
3131,IND-PLS13 ,2022,2,14,0,1,1,5,0,2,1
3133,MEC-PLS13 ,2021,1,0,1,1,3,5,0,5,1
3133,MEC-PLS13 ,2019,1,2,0,1,1,5,0,6,0
3133,MEC-PLS13 ,2019,2,4,0,1,3,8,0,5,0
3133,MEC-PLS13 ,2021,2,13,0,1,1,2,0,4,0
3133,MEC-PLS13 ,2022,1,4,0,1,3,5,0,6,0
3136,CIV-PLS13 ,2022,2,12,0,0,1,4,0,5,1
3137,CIV-PLS13 ,2021,1,4,0,0,2,4,0,1,1
3140,CIV-PLS13 ,2017,1,10,0,1,1,3,1,0,1
3140,CIV-PLS13 ,2018,1,8,0,1,1,5,1,0,1
3141,ELE-PLS13 ,2016,1,12,0,0,1,5,1,0,1
3142,IND-PLS13 ,2017,1,10,0,1,1,5,1,0,1
3142,IND-PLS13 ,2018,1,11,0,1,1,5,0,2,1
3153,CIV-PLS13 ,2021,2,6,0,1,1,6,0,3,0
3153,CIV-PLS13 ,2022,1,12,0,1,1,5,0,2,1
3153,CIV-PLS13 ,2022,2,14,0,1,1,4,1,0,1
3154,CIV-PLS13 ,2021,1,8,0,1,2,8,1,0,1
3154,CIV-PLS13 ,2021,2,15,0,1,2,8,0,1,1
3154,CIV-PLS13 ,2022,1,9,0,1,2,8,0,2,0
3154,CIV-PLS13 ,2022,2,8,0,1,2,7,0,4,0
3158,ELE-PLS13 ,2021,2,10,0,1,1,5,0,2,0
3158,ELE-PLS13 ,2022,1,14,0,1,1,5,0,1,1
3158,ELE-PLS13 ,2022,2,10,1,1,1,7,0,2,1
3168,CIV-PLS13 ,2019,1,9,0,1,1,5,1,0,0
3168,CIV-PLS13 ,2019,2,7,0,1,1,4,0,1,1
3169,CIV-PLS13 ,2016,1,0,1,1,1,5,0,2,0
3169,CIV-PLS13 ,2018,2,5,1,1,1,5,0,1,0
3169,CIV-PLS13 ,2019,1,14,0,1,2,5,1,0,1
3169,CIV-PLS13 ,2019,2,0,1,1,2,8,0,1,1
3169,CIV-PLS13 ,2021,1,10,0,1,1,3,0,3,1
3174,CIV-PLS13 ,2021,2,22,0,0,1,7,0,1,1
3176,CIV-PLS13 ,2016,1,22,0,0,1,5,1,0,1
3178,ELE-PLS13 ,2021,1,0,1,1,2,5,0,1,0
3178,ELE-PLS13 ,2021,2,9,0,1,2,7,0,4,0
3178,ELE-PLS13 ,2022,1,10,0,1,1,5,0,3,0
3178,ELE-PLS13 ,2022,2,11,0,1,2,7,0,4,1
3179,IND-PLS13 ,2019,1,0,1,1,1,7,0,2,0
3179,IND-PLS13 ,2019,2,0,1,1,1,5,0,2,0
3179,IND-PLS13 ,2021,1,9,1,1,1,6,0,1,0
3179,IND-PLS13 ,2021,2,18,0,1,1,5,0,2,1
3179,IND-PLS13 ,2022,1,15,0,1,1,7,0,3,1
3179,IND-PLS13 ,2022,2,14,0,1,1,6,0,3,1
3180,IND-PLS13 ,2022,2,6,1,0,1,5,0,2,0
3184,CIV-PLS13 ,2019,1,7,0,1,1,5,1,0,0
3184,CIV-PLS13 ,2019,2,14,0,1,1,5,0,1,1
3185,CIV-PLS13 ,2021,2,14,0,1,1,6,0,2,0
3185,CIV-PLS13 ,2022,1,5,0,1,1,5,0,2,0
3185,CIV-PLS13 ,2022,2,12,0,1,1,5,0,3,0
3186,CIV-PLS13 ,2022,2,7,0,0,1,6,0,3,0
3189,IND-PLS13 ,2021,2,1,0,1,1,5,0,1,0
3189,IND-PLS13 ,2022,1,7,1,1,1,5,0,1,0
3189,IND-PLS13 ,2022,2,8,0,1,1,6,0,2,0
3191,ELE-PLS13 ,2018,2,8,0,1,1,7,0,4,0
